order_id,status,customer_name,order_date,quantity,subtotal_amount,tax_rate,shipping_cost,category,subcategory
23398,Order Finished,Carol Adams,2009-03-13,19,246200.00,0.0600,14772.00,Office Supplies,Paper
23399,Order Finished,Randy Bradley,2010-12-29,14,418600.00,0.0100,4186.00,Office Supplies,Storage & Organization
23426,Order Finished,Erin Ashbrook,2011-02-16,45,2019600.00,0.0700,141372.00,Technology,Computer Peripherals
23427,Order Finished,Cindy Chapman,2011-08-08,30,885520.00,0.0900,79697.00,Office Supplies,Binders & Binder Accessories
23428,Order Finished,Alan Shonely,2012-10-28,41,1961900.00,0.0200,39238.00,Office Supplies,Paper
23429,Order Finished,Beth Thompson,2009-03-19,28,309220.00,0.0600,18553.00,Office Supplies,Binders & Binder Accessories
23488,Order Returned,Julia West,2009-01-06,30,52266780.00,0.0400,2090671.00,Furniture,Bookcases
23489,Order Finished,Ritsa Hightower,2012-08-28,42,4009200.00,0.0200,80184.00,Technology,Computer Peripherals
23522,Order Finished,Alan Shonely,2011-04-11,20,2155617.00,0.0600,129337.00,Technology,Telephones & Communication
23524,Order Finished,Sandra Glassco,2009-04-28,28,258660.00,0.0400,10346.00,Office Supplies,Labels
23555,Order Finished,Adam Hart,2012-12-11,29,209400.00,0.0900,18846.00,Office Supplies,Labels
23556,Order Finished,Patrick Gardner,2011-01-09,34,23495940.00,0.0500,1174797.00,Office Supplies,Appliances
23557,Order Returned,Keith Dawkins,2011-05-31,7,2022320.00,0.0200,40446.00,Furniture,Office Furnishings
23558,Order Finished,Julie Prescott,2011-08-09,4,51640.00,0.0100,516.00,Office Supplies,Paper
23559,Order Returned,Cynthia Arntzen,2010-07-18,14,851340.00,0.0300,25540.00,Office Supplies,Binders & Binder Accessories
23584,Order Finished,Alan Barnes,2012-03-12,14,5342420.00,0.0600,320545.00,Technology,Office Machines
23585,Order Finished,Catherine Glotzbach,2012-10-31,44,385560.00,0.0600,23134.00,Office Supplies,Pens & Art Supplies
23586,Order Finished,Anthony Garverick,2010-01-14,32,421800.00,0.0300,12654.00,Office Supplies,Paper
23616,Order Returned,Becky Martin,2012-08-28,47,18524700.00,0.0900,1667223.00,Technology,Copiers & Fax
23617,Order Finished,Christy Brittain,2011-05-05,6,494680.00,0.0400,19787.00,Office Supplies,Binders & Binder Accessories
23618,Order Finished,Jill Stevenson,2012-11-27,45,5203581.00,0.0200,104072.00,Technology,Telephones & Communication
23619,Order Returned,Nora Paige,2012-12-21,7,2086240.00,0.0600,125174.00,Technology,Office Machines
23648,Order Finished,Liz Carlisle,2012-09-24,44,13536320.00,0.0300,406090.00,Technology,Computer Peripherals
23649,Order Finished,Arthur Wiediger,2012-09-05,30,9175852.00,0.1000,917585.00,Technology,Telephones & Communication
23652,Order Finished,Sara Luxemburg,2009-08-30,27,610960.00,0.1000,61096.00,Office Supplies,Pens & Art Supplies
23680,Order Finished,Ivan Liston,2010-11-06,8,4058992.00,0.1000,405899.00,Furniture,Tables
23681,Order Finished,Jenna Caffey,2012-05-19,42,8365040.00,0.0000,0.00,Office Supplies,Storage & Organization
23685,Order Finished,Cynthia Delaney,2012-06-29,46,15857124.00,0.0800,1268570.00,Technology,Telephones & Communication
23713,Order Finished,Katrina Bavinger,2012-11-28,38,7403041.00,0.0500,370152.00,Technology,Telephones & Communication
23719,Order Finished,Brian Stugart,2010-07-25,17,245480.00,0.0800,19638.00,Office Supplies,Paper
23745,Order Finished,Duane Noonan,2012-12-05,12,1431600.00,0.0600,85896.00,Furniture,Office Furnishings
23746,Order Finished,Robert Waldorf,2010-12-15,10,816460.00,0.0600,48988.00,Technology,Computer Peripherals
23748,Order Returned,Naresj Patel,2012-08-10,26,12327040.00,0.0200,246541.00,Office Supplies,Storage & Organization
23751,Order Finished,Ricardo Block,2009-03-18,44,20728720.00,0.0100,207287.00,Furniture,Bookcases
23777,Order Finished,Emily Phan,2012-11-26,16,975400.00,0.0600,58524.00,Office Supplies,Storage & Organization
23778,Order Finished,Carlos Meador,2009-07-13,13,211880.00,0.0600,12713.00,Office Supplies,Appliances
23781,Order Finished,Ashley Jarboe,2011-10-31,30,400480.00,0.0000,0.00,Office Supplies,Paper
23782,Order Finished,Justin Mac Kendrick,2010-01-10,46,42780880.00,0.0900,3850279.00,Furniture,Chairs & Chairmats
23808,Order Finished,Ed Braxton,2009-02-07,30,1260280.00,0.0400,50411.00,Office Supplies,Paper
23809,Order Finished,Nora Price,2012-06-04,7,173220.00,0.1000,17322.00,Office Supplies,Binders & Binder Accessories
23812,Order Finished,Toby Grace,2012-07-27,32,11691640.00,0.1000,1169164.00,Technology,Office Machines
23842,Order Finished,Bill Donatelli,2010-09-17,20,254320.00,0.1000,25432.00,Office Supplies,Paper
23844,Order Finished,Michael Granlund,2009-07-06,40,3722720.00,0.0000,0.00,Office Supplies,Appliances
23847,Order Finished,Darren Budd,2012-11-09,7,2557293.00,0.0100,25573.00,Technology,Telephones & Communication
23877,Order Finished,Nicole Brennan,2009-07-12,31,3249193.00,0.0700,227444.00,Technology,Telephones & Communication
23906,Order Finished,Alyssa Crouse,2010-09-20,37,642040.00,0.1000,64204.00,Office Supplies,Appliances
23907,Order Finished,Julie Creighton,2011-07-14,7,768400.00,0.0500,38420.00,Technology,Telephones & Communication
23911,Order Finished,Joel Jenkins,2012-06-01,21,5161340.00,0.1000,516134.00,Furniture,Chairs & Chairmats
23936,Order Finished,Darrin Van Huff,2009-12-17,27,142780.00,0.0900,12850.00,Office Supplies,Pens & Art Supplies
23940,Order Finished,Khloe Miller,2011-04-08,20,277040.00,0.0300,8311.00,Office Supplies,Appliances
23943,Order Finished,Cindy Stewart,2011-06-23,24,753060.00,0.0300,22592.00,Office Supplies,Pens & Art Supplies
23968,Order Finished,Tracy Poddar,2011-03-04,19,254960.00,0.0500,12748.00,Office Supplies,Paper
23971,Order Finished,Cynthia Arntzen,2009-11-21,5,133260.00,0.0000,0.00,Office Supplies,Appliances
24003,Order Finished,Dan Campbell,2009-10-31,49,174880.00,0.0600,10493.00,Office Supplies,Pens & Art Supplies
24007,Order Finished,Joy Bell,2010-08-26,26,1063320.00,0.0800,85066.00,Technology,Computer Peripherals
24033,Order Finished,Steven Ward,2011-01-02,50,2454360.00,0.0000,0.00,Furniture,Office Furnishings
24038,Order Finished,Jack Lebron,2011-06-20,38,206140.00,0.1000,20614.00,Office Supplies,Pens & Art Supplies
24039,Order Finished,Sean Wendt,2012-07-17,5,398320.00,0.1000,39832.00,Technology,Computer Peripherals
24064,Order Finished,Sanjit Chand,2010-07-25,23,12733040.00,0.0700,891313.00,Technology,Office Machines
24066,Order Returned,Gary Hwang,2012-04-13,30,8557220.00,0.0700,599005.00,Furniture,Bookcases
24067,Order Finished,Frank Atkinson,2012-08-22,19,241120.00,0.0700,16878.00,Office Supplies,Paper
24069,Order Finished,Anne Pryor,2010-07-16,21,15962400.00,0.0200,319248.00,Furniture,Tables
24070,Order Finished,Sonia Sunley,2011-03-15,36,340840.00,0.1000,34084.00,Office Supplies,Binders & Binder Accessories
24097,Order Finished,Anthony Johnson,2010-08-04,1,34380.00,0.0000,0.00,Technology,Computer Peripherals
24098,Order Finished,Erin Mull,2012-04-17,42,399160.00,0.0500,19958.00,Office Supplies,Binders & Binder Accessories
24099,Order Finished,Max Engle,2011-05-20,6,410480.00,0.0100,4105.00,Technology,Computer Peripherals
24102,Order Finished,Fred Mc Math,2010-11-30,50,3688520.00,0.0300,110656.00,Office Supplies,Storage & Organization
24128,Order Finished,Eugene Barchas,2010-11-23,13,541260.00,0.1000,54126.00,Office Supplies,Paper
24132,Order Finished,Justin Knight,2009-07-06,4,62020.00,0.0300,1861.00,Office Supplies,Binders & Binder Accessories
24135,Order Finished,Ed Ludwig,2010-01-22,12,690380.00,0.1000,69038.00,Office Supplies,Binders & Binder Accessories
24160,Order Finished,Amy Hunt,2011-02-01,44,7289192.00,0.0600,437352.00,Technology,Telephones & Communication
24162,Order Finished,Sean Braxton,2009-08-22,1,21880.00,0.0800,1750.00,Office Supplies,Paper
24193,Order Finished,Beth Fritzler,2009-03-14,45,19079200.00,0.0200,381584.00,Furniture,Bookcases
24196,Order Finished,Nat Carroll,2010-07-30,2,26880.00,0.0800,2150.00,Office Supplies,Paper
24197,Order Finished,David Smith,2010-02-03,41,4708800.00,0.0000,0.00,Technology,Computer Peripherals
24199,Order Finished,Randy Bradley,2009-06-16,16,1413060.00,0.0000,0.00,Technology,Computer Peripherals
24227,Order Finished,Karen Seio,2010-08-16,24,3681707.00,0.0100,36817.00,Technology,Telephones & Communication
24228,Order Finished,Anne Pryor,2009-07-17,31,121280.00,0.0500,6064.00,Office Supplies,Rubber Bands
24231,Order Finished,Dennis Kane,2009-08-07,48,4964068.00,0.0800,397125.00,Technology,Telephones & Communication
24260,Order Finished,Roger Barcio,2010-10-03,48,1096600.00,0.0900,98694.00,Office Supplies,Appliances
24261,Order Finished,Sung Pak,2012-09-17,28,1892540.00,0.0600,113552.00,Office Supplies,Storage & Organization
24263,Order Finished,Rob Haberlin,2012-09-15,16,1025620.00,0.1000,102562.00,Furniture,Chairs & Chairmats
24294,Order Finished,Thomas Seio,2009-08-02,24,9731440.00,0.0300,291943.00,Technology,Office Machines
24326,Order Finished,Cindy Schnelling,2011-09-29,37,3193720.00,0.0500,159686.00,Office Supplies,Appliances
24352,Order Finished,Toby Swindell,2010-05-10,32,206960.00,0.0300,6209.00,Office Supplies,Paper
24356,Order Finished,Barry Gonzalez,2010-05-11,37,25225320.00,0.0600,1513519.00,Furniture,Chairs & Chairmats
24358,Order Finished,Christine Sundaresam,2009-05-16,27,14666900.00,0.0700,1026683.00,Office Supplies,Storage & Organization
24384,Order Finished,Linda Southworth,2011-03-26,44,410220.00,0.0600,24613.00,Office Supplies,Labels
24386,Order Finished,Bruce Stewart,2012-06-26,41,8513020.00,0.0300,255391.00,Technology,Computer Peripherals
24387,Order Finished,Bryan Mills,2011-08-10,23,2006620.00,0.0100,20066.00,Furniture,Office Furnishings
24388,Order Finished,Erica Bern,2011-01-26,15,17324680.00,0.0000,0.00,Technology,Copiers & Fax
24390,Order Finished,Katherine Nockton,2012-06-06,2,215340.00,0.1000,21534.00,Technology,Computer Peripherals
24391,Order Finished,Joel Jenkins,2009-03-06,14,6473600.00,0.0800,517888.00,Furniture,Tables
24422,Order Finished,Craig Yedwab,2011-12-29,20,6934560.00,0.0600,416074.00,Furniture,Tables
24448,Order Finished,Roy Skaria,2012-02-06,46,22072320.00,0.0500,1103616.00,Furniture,Tables
24450,Order Finished,Kristina Nunn,2012-07-09,37,886700.00,0.0200,17734.00,Office Supplies,Appliances
24451,Order Finished,Jack Lebron,2012-12-03,24,3379940.00,0.0600,202796.00,Office Supplies,Appliances
24452,Order Finished,Valerie Takahito,2009-05-07,18,231420.00,0.0800,18514.00,Office Supplies,Paper
24455,Order Finished,Fred Wasserman,2009-12-06,8,338220.00,0.0000,0.00,Technology,Computer Peripherals
24486,Order Finished,Pete Armstrong,2011-04-22,3,56220.00,0.0300,1687.00,Technology,Computer Peripherals
24515,Order Finished,Eugene Barchas,2010-05-06,41,6102540.00,0.1000,610254.00,Technology,Office Machines
24519,Order Returned,Duane Huffman,2011-06-11,22,255120.00,0.0300,7654.00,Office Supplies,Binders & Binder Accessories
24544,Order Finished,Tanja Norvell,2009-01-26,31,9174600.00,0.0800,733968.00,Technology,Office Machines
24546,Order Finished,Edward Nazzal,2012-03-26,7,163160.00,0.0400,6526.00,Office Supplies,"Scissors, Rulers & Trimmers"
24548,Order Finished,Deanra Eno,2011-03-14,32,538600.00,0.0400,21544.00,Furniture,Office Furnishings
24576,Order Finished,Luke Weiss,2012-12-11,29,1062126.00,0.0300,31864.00,Technology,Telephones & Communication
24577,Order Finished,Steve Chapman,2010-03-01,8,361580.00,0.0500,18079.00,Office Supplies,Paper
24579,Order Finished,Edward Nazzal,2012-11-18,45,27843200.00,0.0200,556864.00,Office Supplies,Appliances
24580,Order Finished,Mark Cousins,2012-06-23,25,2162440.00,0.0800,172995.00,Office Supplies,Pens & Art Supplies
24581,Order Finished,George Ashbrook,2010-04-09,8,77120.00,0.0300,2314.00,Office Supplies,Binders & Binder Accessories
24583,Order Finished,Becky Pak,2011-08-09,17,84580.00,0.0600,5075.00,Office Supplies,Binders & Binder Accessories
24608,Order Finished,Quincy Jones,2012-08-14,50,394720.00,0.0700,27630.00,Office Supplies,Binders & Binder Accessories
24610,Order Finished,Dean Katz,2010-01-18,4,1766620.00,0.0100,17666.00,Furniture,Chairs & Chairmats
24613,Order Finished,Jasper Cacioppo,2012-07-16,16,19391680.00,0.0000,0.00,Technology,Copiers & Fax
24614,Order Finished,Ionia Mc Grath,2009-11-21,33,3289180.00,0.0900,296026.00,Technology,Computer Peripherals
24640,Order Finished,Patrick O'Donnell,2011-01-29,12,2759960.00,0.0600,165598.00,Furniture,Chairs & Chairmats
24643,Order Finished,Ben Ferrer,2012-04-29,30,4736336.00,0.0000,0.00,Technology,Telephones & Communication
24644,Order Finished,Tony Molinari,2009-07-28,46,11794940.00,0.0000,0.00,Furniture,Chairs & Chairmats
24646,Order Finished,Trudy Brown,2011-04-15,46,1325020.00,0.0900,119252.00,Office Supplies,Envelopes
24647,Order Finished,Mitch Webber,2009-06-04,3,6059940.00,0.0000,0.00,Technology,Office Machines
24672,Order Finished,Stuart Van,2012-03-17,5,88340.00,0.0200,1767.00,Furniture,Office Furnishings
24677,Order Finished,Joni Wasserman,2012-03-05,44,728800.00,0.0500,36440.00,Technology,Computer Peripherals
24679,Order Finished,Janet Molinari,2011-05-07,7,67980.00,0.0900,6118.00,Technology,Computer Peripherals
24705,Order Finished,Guy Thornton,2011-09-15,34,521020.00,0.0300,15631.00,Office Supplies,Binders & Binder Accessories
24707,Order Returned,Don Weiss,2012-03-10,14,3922780.00,0.0000,0.00,Furniture,Office Furnishings
24710,Order Finished,Jonathan Howell,2010-09-30,3,44120.00,0.0500,2206.00,Office Supplies,Paper
24737,Order Finished,Sonia Sunley,2009-12-06,3,1099840.00,0.0900,98986.00,Furniture,Chairs & Chairmats
24740,Order Finished,Logan Haushalter,2010-01-10,11,2182940.00,0.0400,87318.00,Furniture,Office Furnishings
24743,Order Finished,Sylvia Foulston,2012-06-28,47,19267180.00,0.0600,1156031.00,Furniture,Chairs & Chairmats
24775,Order Finished,Tracy Blumstein,2012-02-17,15,3233320.00,0.0000,0.00,Furniture,Bookcases
24801,Order Finished,Lisa Hazard,2012-11-15,3,37820.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
24802,Order Finished,Brad Eason,2009-01-23,18,2766400.00,0.0100,27664.00,Technology,Computer Peripherals
24804,Order Finished,Roland Murray,2011-05-27,20,422840.00,0.0000,0.00,Office Supplies,Storage & Organization
24806,Order Finished,Filia Mc Adams,2010-09-06,20,224060.00,0.0500,11203.00,Office Supplies,Binders & Binder Accessories
24833,Order Finished,Sally Knutson,2010-07-16,45,10411660.00,0.0800,832933.00,Furniture,Tables
24865,Order Finished,Valerie Takahito,2012-03-19,46,350460.00,0.0400,14018.00,Office Supplies,Envelopes
24869,Order Finished,Nat Gilpin,2009-06-10,14,265440.00,0.0500,13272.00,Office Supplies,Binders & Binder Accessories
24870,Order Finished,Jim Epp,2009-04-24,38,2793160.00,0.0300,83795.00,Technology,Computer Peripherals
24871,Order Finished,Carl Ludwig,2011-03-23,6,287560.00,0.0400,11502.00,Furniture,Office Furnishings
24899,Order Finished,Maria Bertelson,2011-08-20,37,505980.00,0.0800,40478.00,Office Supplies,Pens & Art Supplies
24902,Order Returned,Mike Gockenbach,2010-05-26,43,449160.00,0.0300,13475.00,Office Supplies,Paper
24903,Order Finished,Paul Prost,2010-10-19,33,3292940.00,0.0500,164647.00,Office Supplies,Paper
24931,Order Finished,Mary Beth Skach,2011-11-07,9,299280.00,0.0500,14964.00,Office Supplies,Binders & Binder Accessories
24933,Order Finished,Shahid Shariari,2009-07-26,32,6832760.00,0.0100,68328.00,Furniture,Bookcases
24960,Order Finished,Cynthia Arntzen,2011-01-27,48,3520700.00,0.0100,35207.00,Technology,Computer Peripherals
24961,Order Finished,Ken Black,2010-01-26,8,975180.00,0.0400,39007.00,Furniture,Bookcases
24965,Order Finished,Jack Lebron,2011-03-29,6,5056980.00,0.0700,353989.00,Office Supplies,Binders & Binder Accessories
24966,Order Finished,Deborah Brumfield,2011-12-17,34,8304240.00,0.0000,0.00,Office Supplies,Storage & Organization
24993,Order Finished,Beth Fritzler,2010-03-11,36,3122441.00,0.0900,281020.00,Technology,Telephones & Communication
24996,Order Finished,Brad Eason,2011-09-25,36,3586480.00,0.0100,35865.00,Office Supplies,Appliances
25027,Order Finished,Mick Brown,2009-12-16,25,7171820.00,0.0600,430309.00,Furniture,Tables
25028,Order Finished,Joseph Airdo,2011-01-05,5,954780.00,0.0200,19096.00,Furniture,Bookcases
25031,Order Finished,Sally Knutson,2009-08-23,24,9273240.00,0.1000,927324.00,Furniture,Tables
25056,Order Finished,Phillip Breyer,2010-09-21,41,590240.00,0.0000,0.00,Office Supplies,Paper
25060,Order Finished,Brosina Hoffman,2009-07-20,6,15534040.00,0.0300,466021.00,Office Supplies,Binders & Binder Accessories
25061,Order Finished,Noah Childs,2011-12-18,20,1882260.00,0.1000,188226.00,Office Supplies,Paper
25062,Order Finished,Sally Hughsby,2010-10-30,5,157580.00,0.0300,4727.00,Office Supplies,Appliances
25063,Order Finished,Christina Vanderzanden,2009-06-29,24,1423750.00,0.0400,56950.00,Technology,Telephones & Communication
25091,Order Finished,Lena Creighton,2010-02-19,4,313940.00,0.0100,3139.00,Office Supplies,Binders & Binder Accessories
25092,Order Finished,Katrina Willman,2010-12-01,6,282540.00,0.0800,22603.00,Office Supplies,Binders & Binder Accessories
25095,Order Returned,Brian Stugart,2011-01-25,18,1386120.00,0.0600,83167.00,Office Supplies,Envelopes
25120,Order Finished,Michael Grace,2009-02-04,46,474300.00,0.0000,0.00,Office Supplies,Labels
25152,Order Returned,Matt Connell,2012-10-15,29,390420.00,0.0700,27329.00,Office Supplies,Pens & Art Supplies
25154,Order Finished,Giulietta Baptist,2010-08-20,16,205000.00,0.1000,20500.00,Office Supplies,Pens & Art Supplies
25155,Order Finished,John Dryer,2010-01-20,48,2077980.00,0.0000,0.00,Furniture,Office Furnishings
25157,Order Returned,Tony Molinari,2010-05-25,47,543560.00,0.0700,38049.00,Office Supplies,Pens & Art Supplies
25188,Order Finished,Valerie Mitchum,2011-01-03,20,3128323.00,0.0000,0.00,Technology,Telephones & Communication
25191,Order Finished,Sibella Parks,2011-03-30,42,8182304.00,0.0500,409115.00,Technology,Telephones & Communication
25248,Order Finished,Christina Vanderzanden,2011-12-01,33,542280.00,0.0500,27114.00,Technology,Computer Peripherals
25249,Order Finished,Vivian Mathis,2012-11-06,34,1853700.00,0.0900,166833.00,Office Supplies,Binders & Binder Accessories
25254,Order Finished,Christine Phan,2010-09-17,35,599360.00,0.0600,35962.00,Office Supplies,Binders & Binder Accessories
25280,Order Finished,Stefania Perrino,2011-05-21,47,405280.00,0.0300,12158.00,Office Supplies,Pens & Art Supplies
25313,Order Finished,Karl Brown,2012-08-21,19,837400.00,0.0500,41870.00,Office Supplies,Pens & Art Supplies
25314,Order Finished,Nick Crebassa,2012-02-24,43,15359024.00,0.0000,0.00,Technology,Telephones & Communication
25315,Order Finished,Joy Smith,2010-12-02,36,15566720.00,0.0700,1089670.00,Office Supplies,Appliances
25318,Order Finished,Julia West,2011-11-19,22,881840.00,0.0500,44092.00,Furniture,Office Furnishings
25347,Order Finished,Theone Pippenger,2009-06-12,28,1934540.00,0.0700,135418.00,Office Supplies,Paper
25348,Order Finished,Ryan Crowe,2012-05-09,6,686720.00,0.0800,54938.00,Office Supplies,Appliances
25350,Order Finished,Troy Blackwell,2010-12-03,30,4955980.00,0.0000,0.00,Office Supplies,Appliances
25376,Order Finished,Greg Guthrie,2011-03-26,12,153220.00,0.0900,13790.00,Furniture,Office Furnishings
25377,Order Finished,Don Jones,2012-11-26,3,8687020.00,0.0900,781832.00,Technology,Office Machines
25378,Order Finished,Tim Taslimi,2011-12-18,48,7426025.00,0.0900,668342.00,Technology,Telephones & Communication
25412,Order Finished,Christina Vanderzanden,2011-06-06,18,259540.00,0.0100,2595.00,Office Supplies,Paper
25440,Order Finished,Kelly Andreada,2009-02-06,30,13178608.00,0.0200,263572.00,Furniture,Tables
25442,Order Finished,George Zrebassa,2012-01-05,32,3332000.00,0.0800,266560.00,Office Supplies,Paper
25443,Order Finished,Rick Wilson,2012-09-22,33,1140480.00,0.0100,11405.00,Technology,Office Machines
25445,Order Finished,Tracy Hopkins,2009-05-25,48,2888000.00,0.0800,231040.00,Office Supplies,Binders & Binder Accessories
25447,Order Finished,Randy Ferguson,2012-05-23,25,1072420.00,0.0900,96518.00,Furniture,Office Furnishings
25472,Order Finished,Bill Shonely,2009-05-21,40,388040.00,0.0300,11641.00,Office Supplies,Paper
25473,Order Finished,Mary Zewe,2012-10-14,36,34609700.00,0.0500,1730485.00,Technology,Office Machines
25475,Order Finished,Lena Cacioppo,2009-04-04,49,611920.00,0.0600,36715.00,Office Supplies,Paper
25476,Order Finished,Cyra Reiten,2012-10-02,21,1353380.00,0.0900,121804.00,Technology,Computer Peripherals
25478,Order Returned,Jim Kriz,2012-04-24,47,9450181.00,0.0100,94502.00,Technology,Telephones & Communication
25479,Order Returned,Bill Eplett,2011-04-28,3,421005.00,0.0400,16840.00,Technology,Telephones & Communication
25507,Order Finished,Ed Braxton,2009-08-05,8,1110400.00,0.0600,66624.00,Office Supplies,Storage & Organization
25509,Order Finished,Quincy Jones,2009-05-22,43,424560.00,0.0600,25474.00,Office Supplies,Binders & Binder Accessories
25536,Order Finished,Amy Cox,2011-07-22,19,386500.00,0.0300,11595.00,Office Supplies,Pens & Art Supplies
25541,Order Finished,Mike Gockenbach,2009-01-13,50,595520.00,0.0700,41686.00,Office Supplies,Paper
25542,Order Finished,Matt Hagelstein,2012-12-30,37,514920.00,0.0900,46343.00,Office Supplies,Paper
25569,Order Finished,Frank Carlisle,2012-07-09,27,622420.00,0.0900,56018.00,Office Supplies,Paper
25571,Order Finished,Cathy Armstrong,2012-08-18,42,7498000.00,0.0800,599840.00,Office Supplies,Storage & Organization
25574,Order Finished,Rob Beeghly,2009-03-12,46,10148140.00,0.0000,0.00,Furniture,Bookcases
25601,Order Finished,Valerie Dominguez,2009-01-05,43,514820.00,0.0900,46334.00,Office Supplies,Storage & Organization
25603,Order Finished,Alyssa Crouse,2011-03-05,23,1725280.00,0.0400,69011.00,Office Supplies,Envelopes
25633,Order Finished,Sally Knutson,2011-08-01,36,10280160.00,0.0600,616810.00,Furniture,Tables
25634,Order Finished,Mike Pelletier,2010-07-29,29,1186640.00,0.0300,35599.00,Technology,Computer Peripherals
25635,Order Finished,Sally Knutson,2012-05-29,14,1266160.00,0.0400,50646.00,Office Supplies,Appliances
25637,Order Finished,Erin Mull,2012-02-25,12,4818848.00,0.1000,481885.00,Furniture,Tables
25638,Order Finished,Ivan Gibson,2009-08-06,31,327780.00,0.0200,6556.00,Technology,Computer Peripherals
25666,Order Finished,Hunter Lopez,2012-09-02,36,10144680.00,0.0600,608681.00,Office Supplies,Storage & Organization
25669,Order Finished,Ann Blume,2011-01-16,12,91260.00,0.0200,1825.00,Office Supplies,Labels
25697,Order Finished,Joni Blumstein,2011-04-26,46,800500.00,0.0200,16010.00,Technology,Computer Peripherals
25733,Order Finished,Eugene Barchas,2012-05-12,24,1114460.00,0.0900,100301.00,Office Supplies,Binders & Binder Accessories
25735,Order Returned,Lisa De Cherney,2010-12-30,45,520740.00,0.0200,10415.00,Office Supplies,Pens & Art Supplies
25767,Order Finished,Ann Chong,2012-03-03,7,523760.00,0.0800,41901.00,Technology,Computer Peripherals
25793,Order Finished,James Galang,2012-04-07,27,6873542.00,0.0400,274942.00,Technology,Telephones & Communication
25797,Order Finished,Roland Fjeld,2012-09-01,28,1850860.00,0.0000,0.00,Technology,Computer Peripherals
25799,Order Returned,Saphhira Shifley,2011-02-24,38,273000.00,0.0500,13650.00,Office Supplies,Pens & Art Supplies
25824,Order Finished,Brad Eason,2009-09-04,5,50540.00,0.0100,505.00,Office Supplies,Appliances
25825,Order Finished,Michael Granlund,2012-07-19,45,967480.00,0.0200,19350.00,Office Supplies,Paper
25828,Order Returned,Michael Oakman,2010-11-23,35,482860.00,0.0100,4829.00,Office Supplies,"Scissors, Rulers & Trimmers"
25830,Order Finished,Justin Hirsh,2010-05-06,5,50680.00,0.1000,5068.00,Office Supplies,Appliances
25831,Order Finished,Tracy Blumstein,2009-09-14,6,500752.00,0.0100,5008.00,Technology,Telephones & Communication
25860,Order Finished,Elpida Rittenbach,2010-01-02,9,1480400.00,0.0500,74020.00,Office Supplies,Envelopes
25861,Order Finished,Brooke Gillingham,2012-08-07,44,47551120.00,0.0300,1426534.00,Technology,Office Machines
25863,Order Finished,George Bell,2011-04-22,18,681377.00,0.0000,0.00,Technology,Telephones & Communication
25889,Order Finished,Chris Mc Afee,2010-06-08,23,643260.00,0.0400,25730.00,Furniture,Office Furnishings
25895,Order Finished,Candace Mc Mahon,2012-04-17,37,1419820.00,0.0900,127784.00,Office Supplies,Binders & Binder Accessories
25926,Order Finished,Michelle Moray,2009-11-20,20,6600432.00,0.1000,660043.00,Furniture,Tables
25927,Order Finished,Rick Duston,2009-04-22,43,1891800.00,0.0800,151344.00,Office Supplies,Pens & Art Supplies
25952,Order Returned,Ed Braxton,2010-09-04,50,5728201.00,0.0300,171846.00,Technology,Telephones & Communication
25953,Order Finished,Liz Carlisle,2009-09-27,27,517080.00,0.1000,51708.00,Office Supplies,Pens & Art Supplies
25955,Order Finished,Janet Martin,2011-05-04,10,340700.00,0.0300,10221.00,Office Supplies,Storage & Organization
25985,Order Finished,Tony Sayre,2012-09-02,50,461260.00,0.1000,46126.00,Furniture,Office Furnishings
25986,Order Finished,Barry Pond,2012-06-22,48,556140.00,0.0800,44491.00,Office Supplies,Paper
26016,Order Finished,Ken Lonsdale,2009-10-07,2,309880.00,0.0900,27889.00,Technology,Computer Peripherals
26021,Order Finished,Nicole Brennan,2012-09-14,17,657254.00,0.0000,0.00,Technology,Telephones & Communication
26023,Order Finished,Charles Mc Crossin,2010-08-20,49,241540.00,0.0300,7246.00,Office Supplies,Rubber Bands
26050,Order Finished,Edward Nazzal,2011-06-16,44,730480.00,0.0900,65743.00,Office Supplies,Envelopes
26051,Order Finished,Annie Cyprus,2010-06-27,22,1591480.00,0.0000,0.00,Furniture,Chairs & Chairmats
26053,Order Finished,Cynthia Delaney,2012-01-24,48,1757500.00,0.0700,123025.00,Office Supplies,Paper
26054,Order Finished,Resi Polking,2010-02-12,47,793560.00,0.0900,71420.00,Furniture,Office Furnishings
26055,Order Finished,Julia Barnett,2012-11-25,46,13467040.00,0.0400,538682.00,Technology,Computer Peripherals
26084,Order Finished,Patrick Ryan,2012-10-16,33,457640.00,0.0300,13729.00,Office Supplies,Paper
26116,Order Finished,Carlos Soltero,2012-10-29,36,1394820.00,0.0400,55793.00,Office Supplies,Paper
26144,Order Finished,Lindsay Castell,2011-10-26,28,151480.00,0.1000,15148.00,Office Supplies,Labels
26145,Order Finished,George Bell,2011-07-04,18,198720.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
26146,Order Finished,John Dryer,2009-10-11,13,2703520.00,0.0300,81106.00,Office Supplies,Appliances
26176,Order Finished,Gary Mc Garr,2011-11-19,14,188640.00,0.0600,11318.00,Office Supplies,Paper
26182,Order Finished,Doug Bickford,2010-01-16,30,9369800.00,0.0100,93698.00,Furniture,Bookcases
26214,Order Finished,Beth Fritzler,2011-11-20,19,611360.00,0.1000,61136.00,Office Supplies,Envelopes
